Ingreso,Título,Jurisdicción,Departamento
2018/10/19,ABUSO SEXUAL,COMISARÍA 1,ARTIGAS
2018/10/19,ABUSO SEXUAL,COMISARÍA 22,CANELONES
2018/10/19,ABUSO SEXUAL,COMISARÍA 1,CERRO LARGO
2018/12/20,ABUSO SEXUAL,COMISARÍA 1,FLORES
2018/10/22,ABUSO SEXUAL,COMISARÍA 2,SALTO
2018/10/22,ABUSO SEXUAL,COMISARÍA 6,SALTO
2018/11/08,ABUSO SEXUAL,COMISARÍA 19,MONTEVIDEO
2018/10/24,ABUSO SEXUAL,COMISARÍA 1,MALDONADO
2018/10/23,ABUSO SEXUAL,COMISARÍA 6,SALTO
2018/10/24,ABUSO SEXUAL,COMISARÍA 19,MONTEVIDEO
2018/10/25,ABUSO SEXUAL,COMISARÍA 1,LAVALLEJA
2018/11/14,ABUSO SEXUAL,COMISARÍA 24,MONTEVIDEO
2018/10/25,ABUSO SEXUAL,COMISARÍA 3,COLONIA
2018/10/25,ABUSO SEXUAL,COMISARÍA 15,DURAZNO
2018/10/26,ABUSO SEXUAL,COMISARÍA 25,CANELONES
2018/10/26,ABUSO SEXUAL,COMISARÍA 9,RIVERA
2018/10/28,ABUSO SEXUAL,COMISARÍA 1,MALDONADO
2018/10/26,ABUSO SEXUAL,COMISARÍA 6,MALDONADO
2018/10/27,ABUSO SEXUAL,COMISARÍA 1,MALDONADO
2018/10/29,ABUSO SEXUAL,COMISARÍA 6,SORIANO
2018/11/04,ABUSO SEXUAL,COMISARÍA 2,ARTIGAS
2018/10/28,ABUSO SEXUAL,COMISARÍA 14,MONTEVIDEO
2018/10/28,ABUSO SEXUAL,COMISARÍA 3,SALTO
2018/10/29,ABUSO SEXUAL,COMISARÍA 6,MALDONADO
2018/10/29,ABUSO SEXUAL,COMISARÍA 2,CERRO LARGO
2018/10/30,ABUSO SEXUAL,COMISARÍA 1,TACUAREMBÓ
2018/10/30,ABUSO SEXUAL,COMISARÍA 5,CANELONES
2018/10/31,ABUSO SEXUAL,COMISARÍA 20,CANELONES
2018/10/31,ABUSO SEXUAL,COMISARÍA 4,MONTEVIDEO
2018/10/31,ABUSO SEXUAL,COMISARÍA 12,MONTEVIDEO
2018/10/31,ABUSO SEXUAL,COMISARÍA 12,ROCHA
2018/11/01,ABUSO SEXUAL,COMISARÍA 1,SORIANO
2018/11/03,ABUSO SEXUAL,COMISARÍA 25,MONTEVIDEO
2018/12/01,ABUSO SEXUAL,COMISARÍA 3,DURAZNO
2018/11/01,ABUSO SEXUAL,COMISARÍA 2,PAYSANDÚ
2018/11/06,ABUSO SEXUAL,COMISARÍA 1,MALDONADO
2018/11/02,ABUSO SEXUAL,COMISARÍA 11,MALDONADO
2018/11/15,ABUSO SEXUAL,COMISARÍA 3,TACUAREMBÓ
2018/11/03,ABUSO SEXUAL,COMISARÍA 8,MONTEVIDEO
2018/11/04,ABUSO SEXUAL,COMISARÍA 7,ARTIGAS
2018/11/05,ABUSO SEXUAL,COMISARÍA 2,ARTIGAS
2018/11/05,ABUSO SEXUAL,COMISARÍA 22,CANELONES
2018/11/07,ABUSO SEXUAL,COMISARÍA 1,SORIANO
2018/11/14,ABUSO SEXUAL,COMISARÍA 1,RIVERA
2018/11/09,ABUSO SEXUAL,COMISARÍA 15,FLORIDA
2018/11/09,ABUSO SEXUAL,COMISARÍA 1,FLORES
2018/11/09,ABUSO SEXUAL,COMISARÍA 1,ARTIGAS
2018/11/09,ABUSO SEXUAL,COMISARÍA 9,FLORES
2018/11/11,ABUSO SEXUAL,COMISARÍA 24,MONTEVIDEO
2018/11/27,ABUSO SEXUAL,COMISARÍA 1,TACUAREMBÓ
2018/11/13,ABUSO SEXUAL,COMISARÍA 10,MONTEVIDEO
2018/11/12,ABUSO SEXUAL,COMISARÍA 3,ARTIGAS
2018/11/12,ABUSO SEXUAL,COMISARÍA 7,COLONIA
2018/11/20,ABUSO SEXUAL,COMISARÍA 1,SORIANO
2018/11/13,ABUSO SEXUAL,COMISARÍA 14,CANELONES
2018/11/28,ABUSO SEXUAL,COMISARÍA 1,FLORES
2018/12/20,ABUSO SEXUAL,COMISARÍA 1,MONTEVIDEO
2018/11/13,ABUSO SEXUAL,COMISARÍA 9,FLORES
2018/11/14,ABUSO SEXUAL,COMISARÍA 3,MONTEVIDEO
2018/11/14,ABUSO SEXUAL,COMISARÍA 13,MONTEVIDEO
2018/11/15,ABUSO SEXUAL,COMISARÍA 1,DURAZNO
2018/11/15,ABUSO SEXUAL,COMISARÍA 18,MONTEVIDEO
2018/11/15,ABUSO SEXUAL,COMISARÍA 6,TACUAREMBÓ
2018/11/16,ABUSO SEXUAL,COMISARÍA 10,RIVERA
2018/11/15,ABUSO SEXUAL,COMISARÍA 10,RIVERA
2018/11/16,ABUSO SEXUAL,COMISARÍA 24,MONTEVIDEO
2018/11/16,ABUSO SEXUAL,COMISARÍA 4,MONTEVIDEO
2018/11/16,ABUSO SEXUAL,COMISARÍA 5,CERRO LARGO
2018/11/17,ABUSO SEXUAL,COMISARÍA 3,COLONIA
2018/11/19,ABUSO SEXUAL,COMISARÍA 4,TACUAREMBÓ
2018/11/18,ABUSO SEXUAL,COMISARÍA 20,CANELONES
2018/11/19,ABUSO SEXUAL,COMISARÍA 15,MONTEVIDEO
2018/11/19,ABUSO SEXUAL,COMISARÍA 2,ARTIGAS
2018/11/19,ABUSO SEXUAL,COMISARÍA 12,ROCHA
2018/11/28,ABUSO SEXUAL,COMISARÍA 3,SORIANO
2018/11/19,ABUSO SEXUAL,COMISARÍA 2,ARTIGAS
2018/11/19,ABUSO SEXUAL,COMISARÍA 5,SORIANO
2018/11/19,ABUSO SEXUAL,COMISARÍA 8,MONTEVIDEO
2018/11/20,ABUSO SEXUAL,COMISARÍA 3,TACUAREMBÓ
2018/12/17,ABUSO SEXUAL,COMISARÍA 10,MONTEVIDEO
2018/11/22,ABUSO SEXUAL,COMISARÍA 2,MONTEVIDEO
2018/11/21,ABUSO SEXUAL,COMISARÍA 3,MONTEVIDEO
2018/12/03,ABUSO SEXUAL,COMISARÍA 1,RÍO NEGRO
2018/11/21,ABUSO SEXUAL,COMISARÍA 3,MONTEVIDEO
2018/11/21,ABUSO SEXUAL,COMISARÍA 5,SORIANO
2018/11/23,ABUSO SEXUAL,COMISARÍA 10,RIVERA
2018/11/22,ABUSO SEXUAL,COMISARÍA 6,MONTEVIDEO
2018/11/23,ABUSO SEXUAL,COMISARÍA 2,MONTEVIDEO
2018/11/23,ABUSO SEXUAL,COMISARÍA 1,COLONIA
2018/11/23,ABUSO SEXUAL,COMISARÍA 1,ARTIGAS
2018/11/23,ABUSO SEXUAL,COMISARÍA 25,MONTEVIDEO
2018/11/23,ABUSO SEXUAL,COMISARÍA 24,MONTEVIDEO
2018/11/23,ABUSO SEXUAL,COMISARÍA 19,MONTEVIDEO
2018/11/23,ABUSO SEXUAL,COMISARÍA 2,MONTEVIDEO
2018/11/24,ABUSO SEXUAL,COMISARÍA 2,LAVALLEJA
2018/11/25,ABUSO SEXUAL,COMISARÍA 9,RIVERA
2018/11/25,ABUSO SEXUAL,COMISARÍA 13,DURAZNO
2018/12/19,ABUSO SEXUAL,COMISARÍA 1,LAVALLEJA
2018/12/01,ABUSO SEXUAL,COMISARÍA 24,MONTEVIDEO
2018/11/27,ABUSO SEXUAL,COMISARÍA 1,SORIANO
2018/11/30,ABUSO SEXUAL,COMISARÍA 9,FLORIDA
2018/12/01,ABUSO SEXUAL,COMISARÍA 11,MONTEVIDEO
2018/12/03,ABUSO SEXUAL,COMISARÍA 2,ARTIGAS
2018/12/03,ABUSO SEXUAL,COMISARÍA 12,MONTEVIDEO
2018/12/03,ABUSO SEXUAL,COMISARÍA 24,MONTEVIDEO
2018/12/04,ABUSO SEXUAL,COMISARÍA 3,MONTEVIDEO
2018/12/07,ABUSO SEXUAL,COMISARÍA 6,MALDONADO
2018/12/06,ABUSO SEXUAL,COMISARÍA 7,DURAZNO
2018/12/13,ABUSO SEXUAL,COMISARÍA 14,LAVALLEJA
2018/12/13,ABUSO SEXUAL,COMISARÍA 21,MONTEVIDEO
2018/12/19,ABUSO SEXUAL,COMISARÍA 6,RÍO NEGRO
2018/12/07,ABUSO SEXUAL,COMISARÍA 10,RIVERA
2018/12/08,ABUSO SEXUAL,COMISARÍA 17,MONTEVIDEO
2018/12/10,ABUSO SEXUAL,COMISARÍA 13,LAVALLEJA
2018/12/11,ABUSO SEXUAL,COMISARÍA 3,MONTEVIDEO
2018/12/11,ABUSO SEXUAL,COMISARÍA 4,CANELONES
2018/12/11,ABUSO SEXUAL,COMISARÍA 7,CANELONES
2018/12/14,ABUSO SEXUAL,COMISARÍA 10,RIVERA
2018/12/12,ABUSO SEXUAL,COMISARÍA 1,ARTIGAS
2018/12/13,ABUSO SEXUAL,COMISARÍA 2,SORIANO
2018/12/20,ABUSO SEXUAL,COMISARÍA 17,MONTEVIDEO
2018/12/12,ABUSO SEXUAL,COMISARÍA 11,ROCHA
2018/12/12,ABUSO SEXUAL,COMISARÍA 10,SAN JOSÉ
2018/12/13,ABUSO SEXUAL,COMISARÍA 1,ARTIGAS
2018/12/13,ABUSO SEXUAL,COMISARÍA 10,TACUAREMBÓ
2018/12/13,ABUSO SEXUAL,COMISARÍA 18,MONTEVIDEO
2018/12/19,ABUSO SEXUAL,COMISARÍA 3,MONTEVIDEO
2018/12/14,ABUSO SEXUAL,COMISARÍA 13,DURAZNO
2018/12/14,ABUSO SEXUAL,COMISARÍA 4,SALTO
2018/12/15,ABUSO SEXUAL,COMISARÍA 22,CANELONES
2018/12/15,ABUSO SEXUAL,COMISARÍA 22,MONTEVIDEO
2018/12/16,ABUSO SEXUAL,COMISARÍA 10,RIVERA
2018/12/16,ABUSO SEXUAL,COMISARÍA 3,CERRO LARGO
2018/12/16,ABUSO SEXUAL,COMISARÍA 1,DURAZNO
2018/12/26,ABUSO SEXUAL,COMISARÍA 6,CANELONES
2018/12/20,ABUSO SEXUAL,COMISARÍA 3,COLONIA
2018/12/28,ABUSO SEXUAL,COMISARÍA 6,MONTEVIDEO
2018/12/17,ABUSO SEXUAL,COMISARÍA 6,RÍO NEGRO
2018/12/19,ABUSO SEXUAL,COMISARÍA 3,MONTEVIDEO
2018/12/18,ABUSO SEXUAL,COMISARÍA 16,CANELONES
2018/12/18,ABUSO SEXUAL,COMISARÍA 2,ARTIGAS
2018/12/18,ABUSO SEXUAL,COMISARÍA 20,MONTEVIDEO
2018/12/20,ABUSO SEXUAL,COMISARÍA 10,SORIANO
2018/12/19,ABUSO SEXUAL,COMISARÍA 27,CANELONES
2018/12/19,ABUSO SEXUAL,COMISARÍA 7,SAN JOSÉ
2018/12/20,ABUSO SEXUAL,COMISARÍA 5,COLONIA
2018/12/22,ABUSO SEXUAL,COMISARÍA 13,DURAZNO
2018/12/21,ABUSO SEXUAL,COMISARÍA 24,MONTEVIDEO
2018/12/28,ABUSO SEXUAL,COMISARÍA 20,MONTEVIDEO
2018/12/25,ABUSO SEXUAL,COMISARÍA 15,MONTEVIDEO
2018/12/25,ABUSO SEXUAL,COMISARÍA 1,RÍO NEGRO
2018/12/25,ABUSO SEXUAL,COMISARÍA 4,MONTEVIDEO
2018/12/26,ABUSO SEXUAL,COMISARÍA 28,CANELONES
2018/12/28,ABUSO SEXUAL,COMISARÍA 8,MONTEVIDEO
2018/12/27,ABUSO SEXUAL,COMISARÍA 4,CANELONES
2018/12/28,ABUSO SEXUAL,COMISARÍA 9,MONTEVIDEO
2018/12/27,ABUSO SEXUAL,COMISARÍA 4,CANELONES
2018/12/27,ABUSO SEXUAL,COMISARÍA 24,MONTEVIDEO
2018/12/28,ABUSO SEXUAL,COMISARÍA 3,SALTO
2018/12/27,ABUSO SEXUAL,COMISARÍA 24,MONTEVIDEO
2018/12/27,ABUSO SEXUAL,COMISARÍA 21,CANELONES
2018/12/28,ABUSO SEXUAL,COMISARÍA 12,PAYSANDÚ
2018/12/28,ABUSO SEXUAL,COMISARÍA 8,MALDONADO
2018/12/28,ABUSO SEXUAL,COMISARÍA 23,MONTEVIDEO
2018/12/29,ABUSO SEXUAL,COMISARÍA 19,MONTEVIDEO
2018/12/30,ABUSO SEXUAL,COMISARÍA 15,DURAZNO
2018/12/31,ABUSO SEXUAL,COMISARÍA 2,TACUAREMBÓ
2018/12/31,ABUSO SEXUAL,COMISARÍA 7,SAN JOSÉ
2018/09/28,ABUSO SEXUAL,COMISARÍA 11,MALDONADO
2018/01/06,ABUSO SEXUAL,COMISARÍA 7,CANELONES
2018/02/24,ABUSO SEXUAL,COMISARÍA 10,SAN JOSÉ
2018/08/29,ABUSO SEXUAL,COMISARÍA 10,RIVERA
2018/04/10,ABUSO SEXUAL,COMISARÍA 5,SORIANO
2018/03/14,ABUSO SEXUAL,COMISARÍA 3,COLONIA
2018/03/16,ABUSO SEXUAL,COMISARÍA 7,CANELONES
2018/04/03,ABUSO SEXUAL,COMISARÍA 9,DURAZNO
2018/04/05,ABUSO SEXUAL,COMISARÍA 7,CANELONES
2018/05/08,ABUSO SEXUAL,COMISARÍA 4,ROCHA
2018/05/15,ABUSO SEXUAL,COMISARÍA 10,RIVERA
2018/05/20,ABUSO SEXUAL,COMISARÍA 24,MONTEVIDEO
2018/05/25,ABUSO SEXUAL,COMISARÍA 9,MONTEVIDEO
2018/05/29,ABUSO SEXUAL,COMISARÍA 11,ROCHA
2018/06/03,ABUSO SEXUAL,COMISARÍA 3,ARTIGAS
2018/06/09,ABUSO SEXUAL,COMISARÍA 7,CANELONES
2018/09/08,ABUSO SEXUAL,COMISARÍA 7,MONTEVIDEO
2018/06/23,ABUSO SEXUAL,COMISARÍA 21,MONTEVIDEO
2018/07/03,ABUSO SEXUAL,COMISARÍA 20,CANELONES
2018/08/04,ABUSO SEXUAL,COMISARÍA 6,RÍO NEGRO
2018/08/04,ABUSO SEXUAL,COMISARÍA 25,CANELONES
2018/08/11,ABUSO SEXUAL,COMISARÍA 4,CANELONES
2018/08/12,ABUSO SEXUAL,COMISARÍA 1,SALTO
2018/08/21,ABUSO SEXUAL,COMISARÍA 22,MONTEVIDEO
2018/10/06,ABUSO SEXUAL,COMISARÍA 6,MALDONADO
2018/10/07,ABUSO SEXUAL,COMISARÍA 2,SORIANO
2018/10/12,ABUSO SEXUAL,COMISARÍA 2,SALTO
2018/10/15,ABUSO SEXUAL,COMISARÍA 3,COLONIA
2018/10/14,ABUSO SEXUAL,COMISARÍA 5,RIVERA
2018/10/19,ABUSO SEXUAL,COMISARÍA 19,MONTEVIDEO
2018/11/05,ABUSO SEXUAL,COMISARÍA 1,SORIANO
2018/11/19,ABUSO SEXUAL,COMISARÍA 9,RIVERA
2018/12/02,ABUSO SEXUAL,COMISARÍA 5,COLONIA
2018/12/07,ABUSO SEXUAL,COMISARÍA 1,SALTO
2018/12/29,ABUSO SEXUAL,COMISARÍA 1,FLORIDA
2018/04/20,ABUSO SEXUAL,COMISARÍA 8,MONTEVIDEO
2018/04/24,ABUSO SEXUAL,COMISARÍA 2,ARTIGAS
2018/03/09,ABUSO SEXUAL,COMISARÍA 1,MONTEVIDEO
2018/02/27,ABUSO SEXUAL,COMISARÍA 24,MONTEVIDEO
2018/02/28,ABUSO SEXUAL,COMISARÍA 1,MONTEVIDEO
2018/03/13,ABUSO SEXUAL,COMISARÍA 1,MALDONADO
2018/03/16,ABUSO SEXUAL,COMISARÍA 6,SORIANO
2018/03/22,ABUSO SEXUAL,COMISARÍA 1,DURAZNO
2018/03/22,ABUSO SEXUAL,COMISARÍA 4,FLORIDA
2018/04/18,ABUSO SEXUAL,COMISARÍA 2,RÍO NEGRO
2018/03/28,ABUSO SEXUAL,COMISARÍA 28,CANELONES
2018/05/13,ABUSO SEXUAL,COMISARÍA 14,LAVALLEJA
2018/05/18,ABUSO SEXUAL,COMISARÍA 2,LAVALLEJA
2018/05/26,ABUSO SEXUAL,COMISARÍA 1,SAN JOSÉ
2018/06/01,ABUSO SEXUAL,COMISARÍA 3,PAYSANDÚ
2018/06/24,ABUSO SEXUAL,COMISARÍA 3,SALTO
2018/06/26,ABUSO SEXUAL,COMISARÍA 6,RÍO NEGRO
2018/07/23,ABUSO SEXUAL,COMISARÍA 13,MONTEVIDEO
2018/08/21,ABUSO SEXUAL,COMISARÍA 12,MONTEVIDEO
2018/08/27,ABUSO SEXUAL,COMISARÍA 3,RIVERA
2018/08/28,ABUSO SEXUAL,COMISARÍA 20,CANELONES
2018/09/05,ABUSO SEXUAL,COMISARÍA 2,SORIANO
2018/09/22,ABUSO SEXUAL,COMISARÍA 24,MONTEVIDEO
2018/09/19,ABUSO SEXUAL,COMISARÍA 6,TACUAREMBÓ
2018/10/03,ABUSO SEXUAL,COMISARÍA 2,COLONIA
2018/10/18,ABUSO SEXUAL,COMISARÍA 11,COLONIA
2018/10/23,ABUSO SEXUAL,COMISARÍA 6,CANELONES
2018/10/24,ABUSO SEXUAL,COMISARÍA 22,MONTEVIDEO
2018/10/26,ABUSO SEXUAL,COMISARÍA 12,PAYSANDÚ
2018/11/05,ABUSO SEXUAL,COMISARÍA 5,CANELONES
2018/11/16,ABUSO SEXUAL,COMISARÍA 4,SALTO
2018/11/10,ABUSO SEXUAL,COMISARÍA 1,CANELONES
2018/11/15,ABUSO SEXUAL,COMISARÍA 19,CANELONES
2018/11/17,ABUSO SEXUAL,COMISARÍA 27,CANELONES
2018/11/20,ABUSO SEXUAL,COMISARÍA 12,MONTEVIDEO
2018/11/21,ABUSO SEXUAL,COMISARÍA 7,CANELONES
2018/11/23,ABUSO SEXUAL,COMISARÍA 7,CANELONES
2018/11/26,ABUSO SEXUAL,COMISARÍA 3,COLONIA
2018/12/03,ABUSO SEXUAL,COMISARÍA 11,MONTEVIDEO
2018/12/14,ABUSO SEXUAL,COMISARÍA 2,ROCHA
2018/03/15,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 9,FLORES
2018/10/08,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 20,CANELONES
2018/02/28,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 25,MONTEVIDEO
2018/03/28,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 1,DURAZNO
2018/04/19,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 1,DURAZNO
2018/04/05,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 12,MONTEVIDEO
2018/10/18,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 10,SAN JOSÉ
2018/03/26,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 13,MONTEVIDEO
2018/06/06,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 5,MONTEVIDEO
2018/03/19,ATENTADO VIOLENTO AL PUDOR,PREFECTURA DEL PUERTO DE PAYSANDÚ,PAYSANDÚ
2018/01/27,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 22,MONTEVIDEO
2018/05/16,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 1,MALDONADO
2018/12/26,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 26,CANELONES
2018/02/16,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 6,RÍO NEGRO
2018/08/10,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 4,CANELONES
2018/03/01,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 19,MONTEVIDEO
2018/06/29,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 4,ROCHA
2018/07/07,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 6,MALDONADO
2018/12/13,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 17,MONTEVIDEO
2018/01/24,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 9,MONTEVIDEO
2018/08/03,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 9,RIVERA
2018/11/01,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 15,MONTEVIDEO
2018/11/26,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 2,CERRO LARGO
2018/02/09,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 10,MONTEVIDEO
2018/03/14,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 25,CANELONES
2018/10/10,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 6,MALDONADO
2018/10/08,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 9,RIVERA
2018/02/15,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 1,PAYSANDÚ
2018/03/21,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 1,RIVERA
2018/11/22,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 12,COLONIA
2018/09/01,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 22,CANELONES
2018/04/18,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 12,COLONIA
2018/03/23,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 19,MONTEVIDEO
2018/03/15,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 11,CANELONES
2018/07/07,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 11,SAN JOSÉ
2018/10/02,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 19,MONTEVIDEO
2018/05/16,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 7,COLONIA
2018/05/01,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 6,MONTEVIDEO
2018/08/06,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 6,MALDONADO
2018/05/16,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 24,MONTEVIDEO
2018/07/13,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 9,RIVERA
2018/04/23,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 7,MONTEVIDEO
2018/05/28,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 2,SORIANO
2018/09/28,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 18,MONTEVIDEO
2018/01/16,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 21,MONTEVIDEO
2018/03/23,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 24,MONTEVIDEO
2018/02/15,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 1,SORIANO
2018/07/31,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 18,MONTEVIDEO
2018/02/09,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 1,SALTO
2018/08/02,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 7,SAN JOSÉ
2018/11/28,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 15,MONTEVIDEO
2018/01/12,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 9,MONTEVIDEO
2018/01/22,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 2,SORIANO
2018/04/11,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 10,MONTEVIDEO
2018/04/28,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 10,RIVERA
2018/01/17,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 9,RIVERA
2018/01/19,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 9,RIVERA
2018/01/17,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 9,RIVERA
2018/03/20,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 9,MONTEVIDEO
2018/03/02,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 4,CANELONES
2018/03/20,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 16,MONTEVIDEO
2018/02/05,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 13,MONTEVIDEO
2018/01/30,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 15,MONTEVIDEO
2018/07/23,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 2,ROCHA
2018/08/09,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 25,MONTEVIDEO
2018/05/02,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 15,MONTEVIDEO
2018/08/22,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 22,CANELONES
2018/02/16,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 4,MONTEVIDEO
2018/08/21,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 24,MONTEVIDEO
2018/02/05,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 14,MONTEVIDEO
2018/04/20,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 2,SORIANO
2018/02/07,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 2,SORIANO
2018/05/29,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 17,MONTEVIDEO
2018/02/12,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 1,TACUAREMBÓ
2018/02/27,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 6,PAYSANDÚ
2018/07/13,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 18,MONTEVIDEO
2018/02/08,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 3,MONTEVIDEO
2018/05/16,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 1,MALDONADO
2018/01/05,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 7,SALTO
2018/08/01,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 1,FLORIDA
2018/05/02,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 8,MONTEVIDEO
2018/03/23,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 22,CANELONES
2018/01/05,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 10,SORIANO
2018/11/28,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 9,RIVERA
2018/02/15,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 2,SALTO
2018/02/02,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 7,ARTIGAS
2018/09/27,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 9,FLORES
2018/11/08,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 5,COLONIA
2018/09/27,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 10,SAN JOSÉ
2018/04/03,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 16,MONTEVIDEO
2018/01/15,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 7,MONTEVIDEO
2018/01/26,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 11,MALDONADO
2018/02/07,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 5,MONTEVIDEO
2018/01/04,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 1,RIVERA
2018/01/23,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 23,MONTEVIDEO
2018/02/08,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 24,MONTEVIDEO
2018/01/25,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 9,ROCHA
2018/01/09,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 19,MONTEVIDEO
2018/02/08,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 21,MONTEVIDEO
2018/08/24,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 1,PAYSANDÚ
2018/02/01,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 7,PAYSANDÚ
2018/01/26,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 1,MALDONADO
2018/03/30,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 19,MONTEVIDEO
2018/03/03,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 10,SAN JOSÉ
2018/09/11,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 21,MONTEVIDEO
2018/04/12,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 12,MONTEVIDEO
2018/05/10,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 14,MONTEVIDEO
2018/03/06,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 4,RIVERA
